# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
1.007e+01	3.000e-01	-2.083e+00	2.000e-01
9.090e+00	3.000e-01	-2.029e+00	2.000e-01
9.544e+00	3.000e-01	-1.731e+00	2.000e-01
9.071e+00	3.000e-01	-2.758e+00	2.000e-01
1.025e+01	3.000e-01	-3.017e+00	2.000e-01
1.068e+01	3.000e-01	-1.395e+00	2.000e-01
1.021e+01	3.000e-01	-1.601e+00	2.000e-01
1.016e+01	3.000e-01	-2.605e+00	2.000e-01
1.046e+01	3.000e-01	-1.609e+00	2.000e-01
1.069e+01	3.000e-01	-2.298e+00	2.000e-01
1.087e+01	3.000e-01	-1.725e+00	2.000e-01
1.026e+01	3.000e-01	-2.280e+00	2.000e-01
1.098e+01	3.000e-01	-2.354e+00	2.000e-01
1.043e+01	3.000e-01	-2.623e+00	2.000e-01
7.351e+00	3.000e-01	-2.555e+00	2.000e-01
1.101e+01	3.000e-01	-2.433e+00	2.000e-01
1.147e+01	3.000e-01	-2.180e+00	2.000e-01
1.059e+01	3.000e-01	-2.849e+00	2.000e-01
9.573e+00	3.000e-01	-1.899e+00	2.000e-01
1.118e+01	3.000e-01	-2.389e+00	2.000e-01
1.034e+01	3.000e-01	-2.807e+00	2.000e-01
8.313e+00	3.000e-01	-2.741e+00	2.000e-01
9.020e+00	3.000e-01	-2.493e+00	2.000e-01
9.781e+00	3.000e-01	-2.034e+00	2.000e-01
9.416e+00	3.000e-01	-2.334e+00	2.000e-01
1.073e+01	3.000e-01	-2.873e+00	2.000e-01
1.035e+01	3.000e-01	-1.713e+00	2.000e-01
1.099e+01	3.000e-01	-2.466e+00	2.000e-01
8.703e+00	3.000e-01	-2.387e+00	2.000e-01
1.057e+01	3.000e-01	-2.549e+00	2.000e-01
1.111e+01	3.000e-01	-2.661e+00	2.000e-01
1.058e+01	3.000e-01	-1.691e+00	2.000e-01
1.080e+01	3.000e-01	-2.380e+00	2.000e-01
1.063e+01	3.000e-01	-2.273e+00	2.000e-01
1.100e+01	3.000e-01	-2.450e+00	2.000e-01
1.028e+01	3.000e-01	-1.949e+00	2.000e-01
9.991e+00	3.000e-01	-2.036e+00	2.000e-01
1.093e+01	3.000e-01	-2.407e+00	2.000e-01
1.006e+01	3.000e-01	-2.634e+00	2.000e-01
1.026e+01	3.000e-01	-3.217e+00	2.000e-01
7.854e+00	3.000e-01	-2.567e+00	2.000e-01
1.052e+01	3.000e-01	-2.363e+00	2.000e-01
1.082e+01	3.000e-01	-2.797e+00	2.000e-01
1.024e+01	3.000e-01	-2.991e+00	2.000e-01
9.813e+00	3.000e-01	-1.726e+00	2.000e-01
9.785e+00	3.000e-01	-2.480e+00	2.000e-01
1.052e+01	3.000e-01	-2.897e+00	2.000e-01
1.080e+01	3.000e-01	-2.092e+00	2.000e-01
1.057e+01	3.000e-01	-2.987e+00	2.000e-01
1.085e+01	3.000e-01	-2.520e+00	2.000e-01
1.024e+01	3.000e-01	-2.677e+00	2.000e-01
1.027e+01	3.000e-01	-2.589e+00	2.000e-01
1.072e+01	3.000e-01	-2.753e+00	2.000e-01
9.940e+00	3.000e-01	-2.054e+00	2.000e-01
1.071e+01	3.000e-01	-2.824e+00	2.000e-01
9.837e+00	3.000e-01	-2.076e+00	2.000e-01
1.084e+01	3.000e-01	-2.466e+00	2.000e-01
8.096e+00	3.000e-01	-2.815e+00	2.000e-01
9.989e+00	3.000e-01	-2.446e+00	2.000e-01
1.182e+01	3.000e-01	-3.072e+00	2.000e-01
1.058e+01	3.000e-01	-2.321e+00	2.000e-01
1.066e+01	3.000e-01	-2.220e+00	2.000e-01
1.011e+01	3.000e-01	-2.237e+00	2.000e-01
1.093e+01	3.000e-01	-2.820e+00	2.000e-01
9.176e+00	3.000e-01	-2.032e+00	2.000e-01
1.108e+01	3.000e-01	-2.530e+00	2.000e-01
1.068e+01	3.000e-01	-2.438e+00	2.000e-01
1.046e+01	3.000e-01	-2.299e+00	2.000e-01
9.715e+00	3.000e-01	-2.540e+00	2.000e-01
1.070e+01	3.000e-01	-2.557e+00	2.000e-01
1.060e+01	3.000e-01	-2.195e+00	2.000e-01
1.013e+01	3.000e-01	-2.264e+00	2.000e-01
9.199e+00	3.000e-01	-2.644e+00	2.000e-01
1.077e+01	3.000e-01	-2.977e+00	2.000e-01
1.087e+01	3.000e-01	-2.483e+00	2.000e-01
9.254e+00	3.000e-01	-2.513e+00	2.000e-01
1.052e+01	3.000e-01	-2.088e+00	2.000e-01
1.097e+01	3.000e-01	-2.588e+00	2.000e-01
1.089e+01	3.000e-01	-2.570e+00	2.000e-01
1.014e+01	3.000e-01	-2.597e+00	2.000e-01
9.985e+00	3.000e-01	-3.116e+00	2.000e-01
1.074e+01	3.000e-01	-2.259e+00	2.000e-01
9.945e+00	3.000e-01	-2.800e+00	2.000e-01
1.091e+01	3.000e-01	-1.951e+00	2.000e-01
1.133e+01	3.000e-01	-2.560e+00	2.000e-01
9.480e+00	3.000e-01	-1.845e+00	2.000e-01
9.151e+00	3.000e-01	-2.893e+00	2.000e-01
1.072e+01	3.000e-01	-2.464e+00	2.000e-01
1.077e+01	3.000e-01	-2.295e+00	2.000e-01
9.919e+00	3.000e-01	-2.607e+00	2.000e-01
9.820e+00	3.000e-01	-2.627e+00	2.000e-01
1.140e+01	3.000e-01	-2.816e+00	2.000e-01
1.116e+01	3.000e-01	-2.372e+00	2.000e-01
1.024e+01	3.000e-01	-2.269e+00	2.000e-01
1.047e+01	3.000e-01	-2.324e+00	2.000e-01
1.029e+01	3.000e-01	-2.579e+00	2.000e-01
1.023e+01	3.000e-01	-2.018e+00	2.000e-01
1.012e+01	3.000e-01	-2.116e+00	2.000e-01
1.012e+01	3.000e-01	-2.569e+00	2.000e-01
9.435e+00	3.000e-01	-2.718e+00	2.000e-01
1.048e+01	3.000e-01	-2.781e+00	2.000e-01
1.102e+01	3.000e-01	-1.483e+00	2.000e-01
9.998e+00	3.000e-01	-1.829e+00	2.000e-01
1.020e+01	3.000e-01	-1.853e+00	2.000e-01
1.083e+01	3.000e-01	-2.381e+00	2.000e-01
9.714e+00	3.000e-01	-2.616e+00	2.000e-01
1.052e+01	3.000e-01	-2.398e+00	2.000e-01
9.899e+00	3.000e-01	-1.775e+00	2.000e-01
1.157e+01	3.000e-01	-2.489e+00	2.000e-01
1.076e+01	3.000e-01	-2.724e+00	2.000e-01
9.949e+00	3.000e-01	-2.648e+00	2.000e-01
1.095e+01	3.000e-01	-2.258e+00	2.000e-01
1.062e+01	3.000e-01	-2.707e+00	2.000e-01
1.123e+01	3.000e-01	-2.431e+00	2.000e-01
1.053e+01	3.000e-01	-2.122e+00	2.000e-01
1.113e+01	3.000e-01	-2.281e+00	2.000e-01
1.064e+01	3.000e-01	-2.778e+00	2.000e-01
1.129e+01	3.000e-01	-2.465e+00	2.000e-01
1.037e+01	3.000e-01	-2.494e+00	2.000e-01
9.764e+00	3.000e-01	-2.639e+00	2.000e-01
1.100e+01	3.000e-01	-2.283e+00	2.000e-01
1.064e+01	3.000e-01	-2.235e+00	2.000e-01
1.044e+01	3.000e-01	-2.973e+00	2.000e-01
9.279e+00	3.000e-01	-2.764e+00	2.000e-01
1.115e+01	3.000e-01	-2.614e+00	2.000e-01
1.193e+01	3.000e-01	-2.472e+00	2.000e-01
9.199e+00	3.000e-01	-2.567e+00	2.000e-01
1.062e+01	3.000e-01	-2.509e+00	2.000e-01
1.079e+01	3.000e-01	-2.850e+00	2.000e-01
1.072e+01	3.000e-01	-2.819e+00	2.000e-01
9.096e+00	3.000e-01	-2.481e+00	2.000e-01
1.069e+01	3.000e-01	-2.139e+00	2.000e-01
1.042e+01	3.000e-01	-2.764e+00	2.000e-01
1.012e+01	3.000e-01	-2.443e+00	2.000e-01
1.038e+01	3.000e-01	-2.444e+00	2.000e-01
1.066e+01	3.000e-01	-1.785e+00	2.000e-01
1.093e+01	3.000e-01	-2.690e+00	2.000e-01
1.056e+01	3.000e-01	-2.130e+00	2.000e-01
1.035e+01	3.000e-01	-2.754e+00	2.000e-01
1.065e+01	3.000e-01	-2.840e+00	2.000e-01
1.009e+01	3.000e-01	-2.175e+00	2.000e-01
9.940e+00	3.000e-01	-2.239e+00	2.000e-01
1.146e+01	3.000e-01	-2.371e+00	2.000e-01
1.035e+01	3.000e-01	-2.819e+00	2.000e-01
1.031e+01	3.000e-01	-2.942e+00	2.000e-01
1.000e+01	3.000e-01	-1.378e+00	2.000e-01
1.071e+01	3.000e-01	-2.293e+00	2.000e-01
9.723e+00	3.000e-01	-1.668e+00	2.000e-01
1.015e+01	3.000e-01	-1.816e+00	2.000e-01
9.619e+00	3.000e-01	-2.587e+00	2.000e-01
1.039e+01	3.000e-01	-2.695e+00	2.000e-01
1.005e+01	3.000e-01	-2.305e+00	2.000e-01
1.010e+01	3.000e-01	-1.984e+00	2.000e-01
1.147e+01	3.000e-01	-2.599e+00	2.000e-01
9.581e+00	3.000e-01	-2.325e+00	2.000e-01
1.045e+01	3.000e-01	-1.414e+00	2.000e-01
9.075e+00	3.000e-01	-2.119e+00	2.000e-01
9.762e+00	3.000e-01	-2.844e+00	2.000e-01
9.908e+00	3.000e-01	-2.213e+00	2.000e-01
8.168e+00	3.000e-01	-2.593e+00	2.000e-01
1.043e+01	3.000e-01	-2.906e+00	2.000e-01
1.051e+01	3.000e-01	-2.948e+00	2.000e-01
9.963e+00	3.000e-01	-2.838e+00	2.000e-01
1.020e+01	3.000e-01	-2.537e+00	2.000e-01
9.853e+00	3.000e-01	-2.319e+00	2.000e-01
1.045e+01	3.000e-01	-2.744e+00	2.000e-01
1.119e+01	3.000e-01	-2.363e+00	2.000e-01
1.061e+01	3.000e-01	-2.479e+00	2.000e-01
1.105e+01	3.000e-01	-2.805e+00	2.000e-01
1.124e+01	3.000e-01	-2.881e+00	2.000e-01
8.353e+00	3.000e-01	-2.044e+00	2.000e-01
1.130e+01	3.000e-01	-2.887e+00	2.000e-01
9.875e+00	3.000e-01	-2.130e+00	2.000e-01
1.080e+01	3.000e-01	-2.916e+00	2.000e-01
1.085e+01	3.000e-01	-2.772e+00	2.000e-01
1.060e+01	3.000e-01	-2.585e+00	2.000e-01
9.558e+00	3.000e-01	-1.939e+00	2.000e-01
1.032e+01	3.000e-01	-2.017e+00	2.000e-01
9.837e+00	3.000e-01	-1.875e+00	2.000e-01
1.103e+01	3.000e-01	-2.709e+00	2.000e-01
9.433e+00	3.000e-01	-2.154e+00	2.000e-01
1.081e+01	3.000e-01	-2.454e+00	2.000e-01
9.797e+00	3.000e-01	-2.261e+00	2.000e-01
1.087e+01	3.000e-01	-2.999e+00	2.000e-01
1.057e+01	3.000e-01	-1.921e+00	2.000e-01
1.043e+01	3.000e-01	-2.592e+00	2.000e-01
1.077e+01	3.000e-01	-3.012e+00	2.000e-01
9.998e+00	3.000e-01	-2.987e+00	2.000e-01
1.095e+01	3.000e-01	-1.966e+00	2.000e-01
9.185e+00	3.000e-01	-2.425e+00	2.000e-01
1.089e+01	3.000e-01	-2.232e+00	2.000e-01
9.805e+00	3.000e-01	-2.578e+00	2.000e-01
1.136e+01	3.000e-01	-2.637e+00	2.000e-01
9.838e+00	3.000e-01	-2.963e+00	2.000e-01
1.122e+01	3.000e-01	-2.859e+00	2.000e-01
1.055e+01	3.000e-01	-1.986e+00	2.000e-01
7.321e+00	3.000e-01	-1.903e+00	2.000e-01
9.515e+00	3.000e-01	-2.473e+00	2.000e-01
1.033e+01	3.000e-01	-2.440e+00	2.000e-01
9.778e+00	3.000e-01	-2.307e+00	2.000e-01
1.043e+01	3.000e-01	-2.007e+00	2.000e-01
1.113e+01	3.000e-01	-2.438e+00	2.000e-01
1.108e+01	3.000e-01	-1.652e+00	2.000e-01
1.065e+01	3.000e-01	-2.075e+00	2.000e-01
9.059e+00	3.000e-01	-2.494e+00	2.000e-01
9.564e+00	3.000e-01	-2.492e+00	2.000e-01
1.055e+01	3.000e-01	-2.246e+00	2.000e-01
9.969e+00	3.000e-01	-1.721e+00	2.000e-01
1.118e+01	3.000e-01	-2.501e+00	2.000e-01
7.955e+00	3.000e-01	-2.684e+00	2.000e-01
8.525e+00	3.000e-01	-2.433e+00	2.000e-01
1.016e+01	3.000e-01	-1.754e+00	2.000e-01
1.100e+01	3.000e-01	-2.214e+00	2.000e-01
1.048e+01	3.000e-01	-2.428e+00	2.000e-01
1.105e+01	3.000e-01	-3.013e+00	2.000e-01
1.154e+01	3.000e-01	-1.763e+00	2.000e-01
7.812e+00	3.000e-01	-1.864e+00	2.000e-01
9.368e+00	3.000e-01	-2.821e+00	2.000e-01
9.463e+00	3.000e-01	-1.946e+00	2.000e-01
8.930e+00	3.000e-01	-2.227e+00	2.000e-01
1.059e+01	3.000e-01	-2.595e+00	2.000e-01
1.081e+01	3.000e-01	-2.872e+00	2.000e-01
7.818e+00	3.000e-01	-2.062e+00	2.000e-01
9.975e+00	3.000e-01	-2.523e+00	2.000e-01
1.106e+01	3.000e-01	-2.638e+00	2.000e-01
1.069e+01	3.000e-01	-2.374e+00	2.000e-01
1.106e+01	3.000e-01	-2.500e+00	2.000e-01
1.065e+01	3.000e-01	-2.827e+00	2.000e-01
1.096e+01	3.000e-01	-2.393e+00	2.000e-01
9.190e+00	3.000e-01	-2.215e+00	2.000e-01
9.071e+00	3.000e-01	-3.032e+00	2.000e-01
9.265e+00	3.000e-01	-2.030e+00	2.000e-01
9.913e+00	3.000e-01	-2.801e+00	2.000e-01
1.015e+01	3.000e-01	-1.787e+00	2.000e-01
1.042e+01	3.000e-01	-2.014e+00	2.000e-01
1.040e+01	3.000e-01	-1.839e+00	2.000e-01
9.930e+00	3.000e-01	-1.788e+00	2.000e-01
1.004e+01	3.000e-01	-1.916e+00	2.000e-01
1.048e+01	3.000e-01	-2.538e+00	2.000e-01
1.118e+01	3.000e-01	-2.351e+00	2.000e-01
9.696e+00	3.000e-01	-1.885e+00	2.000e-01
9.453e+00	3.000e-01	-1.798e+00	2.000e-01
1.121e+01	3.000e-01	-2.621e+00	2.000e-01
1.057e+01	3.000e-01	-2.744e+00	2.000e-01
1.069e+01	3.000e-01	-2.017e+00	2.000e-01
1.082e+01	3.000e-01	-2.253e+00	2.000e-01
1.154e+01	3.000e-01	-2.578e+00	2.000e-01
8.689e+00	3.000e-01	-2.519e+00	2.000e-01
1.010e+01	3.000e-01	-2.221e+00	2.000e-01
1.014e+01	3.000e-01	-2.949e+00	2.000e-01
9.662e+00	3.000e-01	-2.476e+00	2.000e-01
1.107e+01	3.000e-01	-1.909e+00	2.000e-01
7.638e+00	3.000e-01	-2.318e+00	2.000e-01
1.028e+01	3.000e-01	-2.608e+00	2.000e-01
9.379e+00	3.000e-01	-2.333e+00	2.000e-01
9.934e+00	3.000e-01	-3.040e+00	2.000e-01
7.817e+00	3.000e-01	-2.588e+00	2.000e-01
9.988e+00	3.000e-01	-2.804e+00	2.000e-01
1.109e+01	3.000e-01	-1.907e+00	2.000e-01
1.089e+01	3.000e-01	-2.198e+00	2.000e-01
1.039e+01	3.000e-01	-2.349e+00	2.000e-01
1.025e+01	3.000e-01	-2.121e+00	2.000e-01
7.582e+00	3.000e-01	-2.752e+00	2.000e-01
1.067e+01	3.000e-01	-2.783e+00	2.000e-01
1.045e+01	3.000e-01	-2.917e+00	2.000e-01
1.111e+01	3.000e-01	-1.983e+00	2.000e-01
1.060e+01	3.000e-01	-2.459e+00	2.000e-01
9.177e+00	3.000e-01	-2.810e+00	2.000e-01
9.700e+00	3.000e-01	-2.775e+00	2.000e-01
1.072e+01	3.000e-01	-2.367e+00	2.000e-01
1.077e+01	3.000e-01	-3.192e+00	2.000e-01
1.049e+01	3.000e-01	-2.513e+00	2.000e-01
1.052e+01	3.000e-01	-2.499e+00	2.000e-01
8.050e+00	3.000e-01	-2.632e+00	2.000e-01
1.132e+01	3.000e-01	-2.785e+00	2.000e-01
9.821e+00	3.000e-01	-2.275e+00	2.000e-01
7.319e+00	3.000e-01	-2.971e+00	2.000e-01
9.408e+00	3.000e-01	-2.190e+00	2.000e-01
1.153e+01	3.000e-01	-2.608e+00	2.000e-01
1.081e+01	3.000e-01	-2.298e+00	2.000e-01
9.195e+00	3.000e-01	-2.908e+00	2.000e-01
1.080e+01	3.000e-01	-2.905e+00	2.000e-01
1.076e+01	3.000e-01	-2.562e+00	2.000e-01
1.081e+01	3.000e-01	-2.427e+00	2.000e-01
9.910e+00	3.000e-01	-2.260e+00	2.000e-01
1.069e+01	3.000e-01	-1.833e+00	2.000e-01
1.052e+01	3.000e-01	-2.361e+00	2.000e-01
1.080e+01	3.000e-01	-2.254e+00	2.000e-01
1.051e+01	3.000e-01	-1.553e+00	2.000e-01
9.936e+00	3.000e-01	-2.063e+00	2.000e-01
1.114e+01	3.000e-01	-2.504e+00	2.000e-01
8.711e+00	3.000e-01	-1.907e+00	2.000e-01
1.006e+01	3.000e-01	-1.827e+00	2.000e-01
1.059e+01	3.000e-01	-1.820e+00	2.000e-01
1.029e+01	3.000e-01	-1.960e+00	2.000e-01
8.594e+00	3.000e-01	-2.639e+00	2.000e-01
9.916e+00	3.000e-01	-2.517e+00	2.000e-01
1.154e+01	3.000e-01	-3.021e+00	2.000e-01
8.490e+00	3.000e-01	-1.959e+00	2.000e-01
1.112e+01	3.000e-01	-2.782e+00	2.000e-01
9.884e+00	3.000e-01	-2.126e+00	2.000e-01
1.093e+01	3.000e-01	-2.799e+00	2.000e-01
1.081e+01	3.000e-01	-2.530e+00	2.000e-01
1.129e+01	3.000e-01	-2.098e+00	2.000e-01
1.021e+01	3.000e-01	-2.030e+00	2.000e-01
1.045e+01	3.000e-01	-2.209e+00	2.000e-01
1.015e+01	3.000e-01	-2.679e+00	2.000e-01
1.019e+01	3.000e-01	-2.084e+00	2.000e-01
1.059e+01	3.000e-01	-3.086e+00	2.000e-01
1.034e+01	3.000e-01	-2.690e+00	2.000e-01
1.084e+01	3.000e-01	-1.685e+00	2.000e-01
1.102e+01	3.000e-01	-2.129e+00	2.000e-01
1.060e+01	3.000e-01	-3.027e+00	2.000e-01
1.116e+01	3.000e-01	-2.518e+00	2.000e-01
8.454e+00	3.000e-01	-2.310e+00	2.000e-01
1.082e+01	3.000e-01	-2.606e+00	2.000e-01
1.043e+01	3.000e-01	-2.281e+00	2.000e-01
1.051e+01	3.000e-01	-2.020e+00	2.000e-01
1.022e+01	3.000e-01	-2.223e+00	2.000e-01
8.329e+00	3.000e-01	-3.179e+00	2.000e-01
1.024e+01	3.000e-01	-3.149e+00	2.000e-01
9.628e+00	3.000e-01	-2.728e+00	2.000e-01
1.026e+01	3.000e-01	-2.422e+00	2.000e-01
1.145e+01	3.000e-01	-2.072e+00	2.000e-01
1.125e+01	3.000e-01	-2.418e+00	2.000e-01
1.131e+01	3.000e-01	-2.130e+00	2.000e-01
1.066e+01	3.000e-01	-1.800e+00	2.000e-01
1.026e+01	3.000e-01	-2.201e+00	2.000e-01
9.915e+00	3.000e-01	-1.976e+00	2.000e-01
1.142e+01	3.000e-01	-1.719e+00	2.000e-01
1.122e+01	3.000e-01	-2.725e+00	2.000e-01
1.161e+01	3.000e-01	-3.049e+00	2.000e-01
1.068e+01	3.000e-01	-2.773e+00	2.000e-01
8.898e+00	3.000e-01	-1.881e+00	2.000e-01
1.125e+01	3.000e-01	-2.130e+00	2.000e-01
1.096e+01	3.000e-01	-1.626e+00	2.000e-01
9.952e+00	3.000e-01	-2.182e+00	2.000e-01
1.048e+01	3.000e-01	-2.972e+00	2.000e-01
9.956e+00	3.000e-01	-2.599e+00	2.000e-01
1.036e+01	3.000e-01	-2.060e+00	2.000e-01
1.037e+01	3.000e-01	-2.506e+00	2.000e-01
1.084e+01	3.000e-01	-1.709e+00	2.000e-01
1.027e+01	3.000e-01	-2.408e+00	2.000e-01
9.515e+00	3.000e-01	-2.487e+00	2.000e-01
1.083e+01	3.000e-01	-2.982e+00	2.000e-01
1.099e+01	3.000e-01	-1.515e+00	2.000e-01
9.934e+00	3.000e-01	-2.859e+00	2.000e-01
1.116e+01	3.000e-01	-2.748e+00	2.000e-01
1.072e+01	3.000e-01	-2.679e+00	2.000e-01
1.017e+01	3.000e-01	-2.261e+00	2.000e-01
1.056e+01	3.000e-01	-1.778e+00	2.000e-01
1.049e+01	3.000e-01	-3.011e+00	2.000e-01
1.114e+01	3.000e-01	-2.834e+00	2.000e-01
1.086e+01	3.000e-01	-2.632e+00	2.000e-01
8.907e+00	3.000e-01	-1.846e+00	2.000e-01
1.049e+01	3.000e-01	-2.250e+00	2.000e-01
7.796e+00	3.000e-01	-1.941e+00	2.000e-01
1.108e+01	3.000e-01	-1.666e+00	2.000e-01
7.394e+00	3.000e-01	-2.388e+00	2.000e-01
8.816e+00	3.000e-01	-2.568e+00	2.000e-01
1.020e+01	3.000e-01	-2.050e+00	2.000e-01
1.052e+01	3.000e-01	-1.694e+00	2.000e-01
1.147e+01	3.000e-01	-2.825e+00	2.000e-01
1.151e+01	3.000e-01	-1.736e+00	2.000e-01
1.129e+01	3.000e-01	-2.244e+00	2.000e-01
1.118e+01	3.000e-01	-2.493e+00	2.000e-01
1.023e+01	3.000e-01	-2.120e+00	2.000e-01
1.088e+01	3.000e-01	-3.170e+00	2.000e-01
1.078e+01	3.000e-01	-1.411e+00	2.000e-01
1.114e+01	3.000e-01	-2.107e+00	2.000e-01
1.063e+01	3.000e-01	-2.672e+00	2.000e-01
8.294e+00	3.000e-01	-2.702e+00	2.000e-01
1.103e+01	3.000e-01	-2.332e+00	2.000e-01
1.099e+01	3.000e-01	-2.166e+00	2.000e-01
1.120e+01	3.000e-01	-2.623e+00	2.000e-01
1.035e+01	3.000e-01	-2.731e+00	2.000e-01
1.085e+01	3.000e-01	-2.860e+00	2.000e-01
1.055e+01	3.000e-01	-3.007e+00	2.000e-01
8.531e+00	3.000e-01	-2.263e+00	2.000e-01
1.061e+01	3.000e-01	-2.386e+00	2.000e-01
1.156e+01	3.000e-01	-1.928e+00	2.000e-01
1.050e+01	3.000e-01	-2.738e+00	2.000e-01
7.846e+00	3.000e-01	-2.324e+00	2.000e-01
1.109e+01	3.000e-01	-2.399e+00	2.000e-01
1.071e+01	3.000e-01	-2.564e+00	2.000e-01
1.024e+01	3.000e-01	-2.536e+00	2.000e-01
1.035e+01	3.000e-01	-2.126e+00	2.000e-01
1.111e+01	3.000e-01	-1.875e+00	2.000e-01
1.026e+01	3.000e-01	-2.568e+00	2.000e-01
1.043e+01	3.000e-01	-1.832e+00	2.000e-01
9.612e+00	3.000e-01	-2.488e+00	2.000e-01
9.914e+00	3.000e-01	-2.661e+00	2.000e-01
9.497e+00	3.000e-01	-2.190e+00	2.000e-01
1.047e+01	3.000e-01	-1.730e+00	2.000e-01
1.024e+01	3.000e-01	-1.353e+00	2.000e-01
1.078e+01	3.000e-01	-2.144e+00	2.000e-01
8.617e+00	3.000e-01	-2.398e+00	2.000e-01
