# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
9.111e+00	3.000e-01	-2.224e+00	2.000e-01
1.087e+01	3.000e-01	-1.793e+00	2.000e-01
7.536e+00	3.000e-01	-2.248e+00	2.000e-01
7.365e+00	3.000e-01	-2.569e+00	2.000e-01
7.504e+00	3.000e-01	-1.780e+00	2.000e-01
9.929e+00	3.000e-01	-2.748e+00	2.000e-01
9.884e+00	3.000e-01	-2.548e+00	2.000e-01
7.924e+00	3.000e-01	-2.791e+00	2.000e-01
7.954e+00	3.000e-01	-2.091e+00	2.000e-01
7.834e+00	3.000e-01	-2.509e+00	2.000e-01
1.087e+01	3.000e-01	-2.657e+00	2.000e-01
8.155e+00	3.000e-01	-2.371e+00	2.000e-01
7.337e+00	3.000e-01	-2.560e+00	2.000e-01
9.728e+00	3.000e-01	-2.029e+00	2.000e-01
1.058e+01	3.000e-01	-1.716e+00	2.000e-01
1.040e+01	3.000e-01	-2.267e+00	2.000e-01
7.451e+00	3.000e-01	-1.810e+00	2.000e-01
9.681e+00	3.000e-01	-1.842e+00	2.000e-01
1.107e+01	3.000e-01	-2.408e+00	2.000e-01
7.725e+00	3.000e-01	-2.766e+00	2.000e-01
1.106e+01	3.000e-01	-2.324e+00	2.000e-01
7.503e+00	3.000e-01	-2.535e+00	2.000e-01
8.480e+00	3.000e-01	-2.669e+00	2.000e-01
7.825e+00	3.000e-01	-2.835e+00	2.000e-01
8.458e+00	3.000e-01	-2.266e+00	2.000e-01
8.563e+00	3.000e-01	-2.357e+00	2.000e-01
7.598e+00	3.000e-01	-2.633e+00	2.000e-01
8.200e+00	3.000e-01	-1.970e+00	2.000e-01
8.220e+00	3.000e-01	-2.216e+00	2.000e-01
8.153e+00	3.000e-01	-2.222e+00	2.000e-01
7.961e+00	3.000e-01	-1.786e+00	2.000e-01
9.062e+00	3.000e-01	-3.003e+00	2.000e-01
1.060e+01	3.000e-01	-2.890e+00	2.000e-01
8.004e+00	3.000e-01	-1.672e+00	2.000e-01
8.842e+00	3.000e-01	-1.889e+00	2.000e-01
8.079e+00	3.000e-01	-2.310e+00	2.000e-01
9.571e+00	3.000e-01	-1.665e+00	2.000e-01
1.082e+01	3.000e-01	-2.413e+00	2.000e-01
1.107e+01	3.000e-01	-2.171e+00	2.000e-01
7.921e+00	3.000e-01	-2.013e+00	2.000e-01
7.701e+00	3.000e-01	-1.960e+00	2.000e-01
1.066e+01	3.000e-01	-2.885e+00	2.000e-01
1.042e+01	3.000e-01	-2.732e+00	2.000e-01
8.380e+00	3.000e-01	-2.461e+00	2.000e-01
7.702e+00	3.000e-01	-1.564e+00	2.000e-01
8.595e+00	3.000e-01	-2.704e+00	2.000e-01
7.528e+00	3.000e-01	-2.065e+00	2.000e-01
7.580e+00	3.000e-01	-2.381e+00	2.000e-01
7.145e+00	3.000e-01	-2.598e+00	2.000e-01
7.977e+00	3.000e-01	-2.990e+00	2.000e-01
7.028e+00	3.000e-01	-2.421e+00	2.000e-01
7.704e+00	3.000e-01	-2.048e+00	2.000e-01
1.011e+01	3.000e-01	-2.209e+00	2.000e-01
8.385e+00	3.000e-01	-2.893e+00	2.000e-01
1.079e+01	3.000e-01	-2.160e+00	2.000e-01
1.071e+01	3.000e-01	-2.374e+00	2.000e-01
7.903e+00	3.000e-01	-2.470e+00	2.000e-01
1.030e+01	3.000e-01	-2.827e+00	2.000e-01
8.816e+00	3.000e-01	-2.949e+00	2.000e-01
7.012e+00	3.000e-01	-2.008e+00	2.000e-01
1.038e+01	3.000e-01	-2.531e+00	2.000e-01
7.220e+00	3.000e-01	-1.851e+00	2.000e-01
9.917e+00	3.000e-01	-2.350e+00	2.000e-01
8.604e+00	3.000e-01	-1.852e+00	2.000e-01
1.080e+01	3.000e-01	-2.132e+00	2.000e-01
8.505e+00	3.000e-01	-1.865e+00	2.000e-01
7.338e+00	3.000e-01	-2.793e+00	2.000e-01
9.230e+00	3.000e-01	-3.314e+00	2.000e-01
7.481e+00	3.000e-01	-2.965e+00	2.000e-01
7.056e+00	3.000e-01	-2.059e+00	2.000e-01
9.499e+00	3.000e-01	-2.520e+00	2.000e-01
7.225e+00	3.000e-01	-2.805e+00	2.000e-01
1.050e+01	3.000e-01	-1.568e+00	2.000e-01
9.058e+00	3.000e-01	-3.096e+00	2.000e-01
1.078e+01	3.000e-01	-2.685e+00	2.000e-01
1.027e+01	3.000e-01	-2.381e+00	2.000e-01
1.014e+01	3.000e-01	-2.239e+00	2.000e-01
1.098e+01	3.000e-01	-2.698e+00	2.000e-01
7.979e+00	3.000e-01	-2.483e+00	2.000e-01
7.952e+00	3.000e-01	-2.235e+00	2.000e-01
1.049e+01	3.000e-01	-2.570e+00	2.000e-01
9.231e+00	3.000e-01	-2.138e+00	2.000e-01
7.807e+00	3.000e-01	-2.693e+00	2.000e-01
9.714e+00	3.000e-01	-2.419e+00	2.000e-01
7.387e+00	3.000e-01	-2.417e+00	2.000e-01
7.517e+00	3.000e-01	-2.884e+00	2.000e-01
1.025e+01	3.000e-01	-2.914e+00	2.000e-01
8.415e+00	3.000e-01	-2.776e+00	2.000e-01
1.097e+01	3.000e-01	-2.301e+00	2.000e-01
7.337e+00	3.000e-01	-2.176e+00	2.000e-01
1.074e+01	3.000e-01	-2.027e+00	2.000e-01
9.457e+00	3.000e-01	-2.949e+00	2.000e-01
6.932e+00	3.000e-01	-1.746e+00	2.000e-01
9.161e+00	3.000e-01	-2.645e+00	2.000e-01
1.066e+01	3.000e-01	-2.403e+00	2.000e-01
1.007e+01	3.000e-01	-2.257e+00	2.000e-01
7.916e+00	3.000e-01	-2.226e+00	2.000e-01
1.046e+01	3.000e-01	-2.792e+00	2.000e-01
7.982e+00	3.000e-01	-2.192e+00	2.000e-01
1.098e+01	3.000e-01	-2.663e+00	2.000e-01
9.742e+00	3.000e-01	-2.521e+00	2.000e-01
8.300e+00	3.000e-01	-2.627e+00	2.000e-01
1.012e+01	3.000e-01	-2.605e+00	2.000e-01
7.864e+00	3.000e-01	-2.503e+00	2.000e-01
1.118e+01	3.000e-01	-2.223e+00	2.000e-01
1.047e+01	3.000e-01	-2.678e+00	2.000e-01
1.078e+01	3.000e-01	-2.509e+00	2.000e-01
1.117e+01	3.000e-01	-2.179e+00	2.000e-01
7.457e+00	3.000e-01	-2.927e+00	2.000e-01
8.242e+00	3.000e-01	-2.813e+00	2.000e-01
7.682e+00	3.000e-01	-2.722e+00	2.000e-01
9.680e+00	3.000e-01	-1.738e+00	2.000e-01
1.066e+01	3.000e-01	-2.940e+00	2.000e-01
1.127e+01	3.000e-01	-2.272e+00	2.000e-01
8.531e+00	3.000e-01	-2.475e+00	2.000e-01
6.847e+00	3.000e-01	-2.585e+00	2.000e-01
8.022e+00	3.000e-01	-2.099e+00	2.000e-01
1.055e+01	3.000e-01	-2.700e+00	2.000e-01
7.617e+00	3.000e-01	-2.948e+00	2.000e-01
1.088e+01	3.000e-01	-2.609e+00	2.000e-01
1.083e+01	3.000e-01	-2.506e+00	2.000e-01
8.687e+00	3.000e-01	-2.158e+00	2.000e-01
8.510e+00	3.000e-01	-2.491e+00	2.000e-01
9.228e+00	3.000e-01	-2.840e+00	2.000e-01
1.067e+01	3.000e-01	-1.941e+00	2.000e-01
8.833e+00	3.000e-01	-2.006e+00	2.000e-01
1.062e+01	3.000e-01	-2.518e+00	2.000e-01
8.071e+00	3.000e-01	-2.682e+00	2.000e-01
8.080e+00	3.000e-01	-2.349e+00	2.000e-01
1.024e+01	3.000e-01	-1.875e+00	2.000e-01
1.068e+01	3.000e-01	-2.157e+00	2.000e-01
8.477e+00	3.000e-01	-2.530e+00	2.000e-01
8.544e+00	3.000e-01	-2.103e+00	2.000e-01
7.094e+00	3.000e-01	-2.887e+00	2.000e-01
1.044e+01	3.000e-01	-2.232e+00	2.000e-01
9.169e+00	3.000e-01	-1.876e+00	2.000e-01
7.828e+00	3.000e-01	-2.168e+00	2.000e-01
7.695e+00	3.000e-01	-2.842e+00	2.000e-01
8.203e+00	3.000e-01	-2.193e+00	2.000e-01
1.087e+01	3.000e-01	-2.006e+00	2.000e-01
9.365e+00	3.000e-01	-2.755e+00	2.000e-01
1.022e+01	3.000e-01	-2.171e+00	2.000e-01
8.029e+00	3.000e-01	-2.217e+00	2.000e-01
1.039e+01	3.000e-01	-2.174e+00	2.000e-01
1.084e+01	3.000e-01	-2.925e+00	2.000e-01
1.005e+01	3.000e-01	-2.174e+00	2.000e-01
8.174e+00	3.000e-01	-2.461e+00	2.000e-01
9.829e+00	3.000e-01	-2.357e+00	2.000e-01
1.081e+01	3.000e-01	-1.942e+00	2.000e-01
8.774e+00	3.000e-01	-2.043e+00	2.000e-01
1.012e+01	3.000e-01	-2.961e+00	2.000e-01
9.145e+00	3.000e-01	-2.832e+00	2.000e-01
7.520e+00	3.000e-01	-2.880e+00	2.000e-01
7.831e+00	3.000e-01	-2.528e+00	2.000e-01
9.226e+00	3.000e-01	-2.567e+00	2.000e-01
7.867e+00	3.000e-01	-2.422e+00	2.000e-01
1.053e+01	3.000e-01	-2.585e+00	2.000e-01
1.003e+01	3.000e-01	-2.737e+00	2.000e-01
9.281e+00	3.000e-01	-2.585e+00	2.000e-01
8.085e+00	3.000e-01	-2.543e+00	2.000e-01
7.444e+00	3.000e-01	-2.611e+00	2.000e-01
1.091e+01	3.000e-01	-2.041e+00	2.000e-01
7.366e+00	3.000e-01	-2.810e+00	2.000e-01
7.554e+00	3.000e-01	-1.855e+00	2.000e-01
9.086e+00	3.000e-01	-2.328e+00	2.000e-01
8.013e+00	3.000e-01	-2.082e+00	2.000e-01
1.042e+01	3.000e-01	-2.890e+00	2.000e-01
9.692e+00	3.000e-01	-2.705e+00	2.000e-01
1.161e+01	3.000e-01	-2.923e+00	2.000e-01
8.859e+00	3.000e-01	-2.375e+00	2.000e-01
7.515e+00	3.000e-01	-2.991e+00	2.000e-01
1.064e+01	3.000e-01	-2.850e+00	2.000e-01
8.767e+00	3.000e-01	-2.861e+00	2.000e-01
7.197e+00	3.000e-01	-1.900e+00	2.000e-01
7.663e+00	3.000e-01	-2.763e+00	2.000e-01
1.010e+01	3.000e-01	-1.442e+00	2.000e-01
7.112e+00	3.000e-01	-1.669e+00	2.000e-01
7.545e+00	3.000e-01	-2.415e+00	2.000e-01
9.552e+00	3.000e-01	-2.390e+00	2.000e-01
9.815e+00	3.000e-01	-2.291e+00	2.000e-01
9.353e+00	3.000e-01	-2.306e+00	2.000e-01
7.560e+00	3.000e-01	-2.228e+00	2.000e-01
7.942e+00	3.000e-01	-2.175e+00	2.000e-01
7.940e+00	3.000e-01	-1.569e+00	2.000e-01
8.592e+00	3.000e-01	-2.056e+00	2.000e-01
1.090e+01	3.000e-01	-2.813e+00	2.000e-01
9.449e+00	3.000e-01	-2.467e+00	2.000e-01
7.718e+00	3.000e-01	-2.742e+00	2.000e-01
8.536e+00	3.000e-01	-2.899e+00	2.000e-01
9.210e+00	3.000e-01	-3.003e+00	2.000e-01
1.069e+01	3.000e-01	-2.538e+00	2.000e-01
8.166e+00	3.000e-01	-2.623e+00	2.000e-01
1.042e+01	3.000e-01	-2.542e+00	2.000e-01
1.124e+01	3.000e-01	-2.679e+00	2.000e-01
7.886e+00	3.000e-01	-2.390e+00	2.000e-01
1.056e+01	3.000e-01	-2.856e+00	2.000e-01
6.805e+00	3.000e-01	-2.279e+00	2.000e-01
8.141e+00	3.000e-01	-2.588e+00	2.000e-01
7.490e+00	3.000e-01	-1.771e+00	2.000e-01
9.782e+00	3.000e-01	-2.470e+00	2.000e-01
8.950e+00	3.000e-01	-1.680e+00	2.000e-01
9.684e+00	3.000e-01	-2.702e+00	2.000e-01
1.079e+01	3.000e-01	-2.439e+00	2.000e-01
1.020e+01	3.000e-01	-2.577e+00	2.000e-01
1.055e+01	3.000e-01	-1.895e+00	2.000e-01
7.910e+00	3.000e-01	-2.113e+00	2.000e-01
1.083e+01	3.000e-01	-2.073e+00	2.000e-01
8.852e+00	3.000e-01	-2.698e+00	2.000e-01
1.112e+01	3.000e-01	-2.064e+00	2.000e-01
1.018e+01	3.000e-01	-2.504e+00	2.000e-01
7.246e+00	3.000e-01	-2.652e+00	2.000e-01
1.125e+01	3.000e-01	-2.980e+00	2.000e-01
7.524e+00	3.000e-01	-2.409e+00	2.000e-01
9.357e+00	3.000e-01	-2.724e+00	2.000e-01
7.372e+00	3.000e-01	-2.947e+00	2.000e-01
1.084e+01	3.000e-01	-2.537e+00	2.000e-01
8.114e+00	3.000e-01	-2.137e+00	2.000e-01
8.218e+00	3.000e-01	-2.719e+00	2.000e-01
7.690e+00	3.000e-01	-2.218e+00	2.000e-01
7.923e+00	3.000e-01	-2.942e+00	2.000e-01
1.103e+01	3.000e-01	-2.886e+00	2.000e-01
7.384e+00	3.000e-01	-2.746e+00	2.000e-01
1.043e+01	3.000e-01	-2.495e+00	2.000e-01
9.931e+00	3.000e-01	-2.105e+00	2.000e-01
7.976e+00	3.000e-01	-1.936e+00	2.000e-01
1.066e+01	3.000e-01	-3.105e+00	2.000e-01
1.088e+01	3.000e-01	-2.473e+00	2.000e-01
9.710e+00	3.000e-01	-2.725e+00	2.000e-01
7.180e+00	3.000e-01	-2.510e+00	2.000e-01
1.049e+01	3.000e-01	-2.251e+00	2.000e-01
8.203e+00	3.000e-01	-1.887e+00	2.000e-01
1.051e+01	3.000e-01	-2.099e+00	2.000e-01
8.092e+00	3.000e-01	-2.635e+00	2.000e-01
1.083e+01	3.000e-01	-2.720e+00	2.000e-01
7.538e+00	3.000e-01	-2.120e+00	2.000e-01
7.333e+00	3.000e-01	-1.813e+00	2.000e-01
1.119e+01	3.000e-01	-2.610e+00	2.000e-01
1.035e+01	3.000e-01	-2.469e+00	2.000e-01
9.326e+00	3.000e-01	-2.493e+00	2.000e-01
7.689e+00	3.000e-01	-1.934e+00	2.000e-01
9.932e+00	3.000e-01	-2.487e+00	2.000e-01
1.035e+01	3.000e-01	-2.024e+00	2.000e-01
7.200e+00	3.000e-01	-2.546e+00	2.000e-01
8.187e+00	3.000e-01	-2.018e+00	2.000e-01
8.226e+00	3.000e-01	-1.661e+00	2.000e-01
1.034e+01	3.000e-01	-2.871e+00	2.000e-01
1.069e+01	3.000e-01	-2.357e+00	2.000e-01
8.900e+00	3.000e-01	-1.776e+00	2.000e-01
1.062e+01	3.000e-01	-2.106e+00	2.000e-01
6.758e+00	3.000e-01	-2.717e+00	2.000e-01
9.485e+00	3.000e-01	-1.923e+00	2.000e-01
7.146e+00	3.000e-01	-2.518e+00	2.000e-01
8.123e+00	3.000e-01	-2.601e+00	2.000e-01
7.537e+00	3.000e-01	-2.456e+00	2.000e-01
1.085e+01	3.000e-01	-2.810e+00	2.000e-01
7.028e+00	3.000e-01	-2.550e+00	2.000e-01
8.125e+00	3.000e-01	-2.294e+00	2.000e-01
9.354e+00	3.000e-01	-1.932e+00	2.000e-01
1.054e+01	3.000e-01	-2.426e+00	2.000e-01
1.119e+01	3.000e-01	-2.576e+00	2.000e-01
8.986e+00	3.000e-01	-2.678e+00	2.000e-01
1.088e+01	3.000e-01	-1.911e+00	2.000e-01
8.129e+00	3.000e-01	-2.498e+00	2.000e-01
9.159e+00	3.000e-01	-1.394e+00	2.000e-01
8.734e+00	3.000e-01	-1.696e+00	2.000e-01
7.419e+00	3.000e-01	-2.388e+00	2.000e-01
9.663e+00	3.000e-01	-2.587e+00	2.000e-01
8.918e+00	3.000e-01	-2.429e+00	2.000e-01
1.047e+01	3.000e-01	-1.912e+00	2.000e-01
1.057e+01	3.000e-01	-1.324e+00	2.000e-01
6.814e+00	3.000e-01	-2.595e+00	2.000e-01
9.265e+00	3.000e-01	-2.488e+00	2.000e-01
9.095e+00	3.000e-01	-1.734e+00	2.000e-01
7.197e+00	3.000e-01	-2.329e+00	2.000e-01
1.056e+01	3.000e-01	-2.492e+00	2.000e-01
8.201e+00	3.000e-01	-2.487e+00	2.000e-01
7.857e+00	3.000e-01	-2.001e+00	2.000e-01
8.801e+00	3.000e-01	-2.828e+00	2.000e-01
9.233e+00	3.000e-01	-2.639e+00	2.000e-01
7.157e+00	3.000e-01	-1.711e+00	2.000e-01
9.472e+00	3.000e-01	-2.500e+00	2.000e-01
7.800e+00	3.000e-01	-3.042e+00	2.000e-01
7.620e+00	3.000e-01	-1.777e+00	2.000e-01
7.588e+00	3.000e-01	-2.664e+00	2.000e-01
7.667e+00	3.000e-01	-2.730e+00	2.000e-01
1.023e+01	3.000e-01	-2.803e+00	2.000e-01
7.936e+00	3.000e-01	-1.868e+00	2.000e-01
7.313e+00	3.000e-01	-2.294e+00	2.000e-01
7.178e+00	3.000e-01	-2.032e+00	2.000e-01
7.417e+00	3.000e-01	-1.967e+00	2.000e-01
8.313e+00	3.000e-01	-2.802e+00	2.000e-01
1.133e+01	3.000e-01	-2.559e+00	2.000e-01
1.077e+01	3.000e-01	-2.387e+00	2.000e-01
1.031e+01	3.000e-01	-1.890e+00	2.000e-01
9.844e+00	3.000e-01	-1.739e+00	2.000e-01
7.012e+00	3.000e-01	-2.811e+00	2.000e-01
6.956e+00	3.000e-01	-2.263e+00	2.000e-01
1.061e+01	3.000e-01	-1.901e+00	2.000e-01
1.060e+01	3.000e-01	-2.959e+00	2.000e-01
7.091e+00	3.000e-01	-2.371e+00	2.000e-01
1.042e+01	3.000e-01	-2.174e+00	2.000e-01
7.274e+00	3.000e-01	-2.397e+00	2.000e-01
7.516e+00	3.000e-01	-2.704e+00	2.000e-01
8.158e+00	3.000e-01	-2.183e+00	2.000e-01
1.120e+01	3.000e-01	-2.751e+00	2.000e-01
7.588e+00	3.000e-01	-1.997e+00	2.000e-01
9.748e+00	3.000e-01	-2.504e+00	2.000e-01
8.145e+00	3.000e-01	-2.200e+00	2.000e-01
1.034e+01	3.000e-01	-2.820e+00	2.000e-01
7.857e+00	3.000e-01	-2.708e+00	2.000e-01
1.094e+01	3.000e-01	-2.493e+00	2.000e-01
7.625e+00	3.000e-01	-3.020e+00	2.000e-01
7.636e+00	3.000e-01	-2.333e+00	2.000e-01
1.158e+01	3.000e-01	-1.884e+00	2.000e-01
1.097e+01	3.000e-01	-2.418e+00	2.000e-01
7.433e+00	3.000e-01	-2.446e+00	2.000e-01
1.026e+01	3.000e-01	-1.686e+00	2.000e-01
7.535e+00	3.000e-01	-1.926e+00	2.000e-01
1.090e+01	3.000e-01	-2.695e+00	2.000e-01
1.078e+01	3.000e-01	-1.801e+00	2.000e-01
7.834e+00	3.000e-01	-1.947e+00	2.000e-01
8.029e+00	3.000e-01	-2.200e+00	2.000e-01
8.164e+00	3.000e-01	-2.513e+00	2.000e-01
1.114e+01	3.000e-01	-1.972e+00	2.000e-01
1.057e+01	3.000e-01	-2.858e+00	2.000e-01
8.920e+00	3.000e-01	-2.990e+00	2.000e-01
1.083e+01	3.000e-01	-1.732e+00	2.000e-01
7.478e+00	3.000e-01	-2.465e+00	2.000e-01
7.769e+00	3.000e-01	-2.003e+00	2.000e-01
9.693e+00	3.000e-01	-2.323e+00	2.000e-01
1.038e+01	3.000e-01	-2.108e+00	2.000e-01
7.107e+00	3.000e-01	-2.156e+00	2.000e-01
7.901e+00	3.000e-01	-1.725e+00	2.000e-01
7.126e+00	3.000e-01	-2.416e+00	2.000e-01
8.331e+00	3.000e-01	-2.751e+00	2.000e-01
9.341e+00	3.000e-01	-1.659e+00	2.000e-01
7.871e+00	3.000e-01	-2.312e+00	2.000e-01
1.131e+01	3.000e-01	-2.805e+00	2.000e-01
7.706e+00	3.000e-01	-1.632e+00	2.000e-01
1.042e+01	3.000e-01	-2.670e+00	2.000e-01
8.713e+00	3.000e-01	-3.034e+00	2.000e-01
8.952e+00	3.000e-01	-2.202e+00	2.000e-01
7.459e+00	3.000e-01	-2.052e+00	2.000e-01
7.868e+00	3.000e-01	-2.830e+00	2.000e-01
1.078e+01	3.000e-01	-2.221e+00	2.000e-01
8.264e+00	3.000e-01	-1.745e+00	2.000e-01
9.992e+00	3.000e-01	-2.393e+00	2.000e-01
9.421e+00	3.000e-01	-2.795e+00	2.000e-01
1.069e+01	3.000e-01	-2.833e+00	2.000e-01
1.027e+01	3.000e-01	-2.864e+00	2.000e-01
8.118e+00	3.000e-01	-2.028e+00	2.000e-01
7.520e+00	3.000e-01	-1.841e+00	2.000e-01
1.049e+01	3.000e-01	-2.674e+00	2.000e-01
1.034e+01	3.000e-01	-2.116e+00	2.000e-01
7.907e+00	3.000e-01	-1.796e+00	2.000e-01
8.378e+00	3.000e-01	-1.720e+00	2.000e-01
7.688e+00	3.000e-01	-2.105e+00	2.000e-01
8.616e+00	3.000e-01	-1.821e+00	2.000e-01
1.066e+01	3.000e-01	-2.782e+00	2.000e-01
8.069e+00	3.000e-01	-2.522e+00	2.000e-01
9.578e+00	3.000e-01	-2.783e+00	2.000e-01
8.046e+00	3.000e-01	-1.853e+00	2.000e-01
1.039e+01	3.000e-01	-2.520e+00	2.000e-01
8.204e+00	3.000e-01	-1.861e+00	2.000e-01
7.562e+00	3.000e-01	-2.066e+00	2.000e-01
9.024e+00	3.000e-01	-2.294e+00	2.000e-01
1.010e+01	3.000e-01	-2.890e+00	2.000e-01
1.087e+01	3.000e-01	-2.004e+00	2.000e-01
7.613e+00	3.000e-01	-2.900e+00	2.000e-01
1.000e+01	3.000e-01	-1.983e+00	2.000e-01
1.019e+01	3.000e-01	-2.185e+00	2.000e-01
1.041e+01	3.000e-01	-2.419e+00	2.000e-01
8.246e+00	3.000e-01	-2.804e+00	2.000e-01
7.428e+00	3.000e-01	-2.107e+00	2.000e-01
7.601e+00	3.000e-01	-2.507e+00	2.000e-01
7.891e+00	3.000e-01	-2.520e+00	2.000e-01
1.029e+01	3.000e-01	-2.599e+00	2.000e-01
1.053e+01	3.000e-01	-2.273e+00	2.000e-01
1.096e+01	3.000e-01	-2.242e+00	2.000e-01
1.126e+01	3.000e-01	-2.945e+00	2.000e-01
7.402e+00	3.000e-01	-3.021e+00	2.000e-01
1.133e+01	3.000e-01	-2.825e+00	2.000e-01
1.115e+01	3.000e-01	-2.104e+00	2.000e-01
1.072e+01	3.000e-01	-2.203e+00	2.000e-01
9.995e+00	3.000e-01	-1.843e+00	2.000e-01
8.568e+00	3.000e-01	-2.049e+00	2.000e-01
1.131e+01	3.000e-01	-2.386e+00	2.000e-01
1.056e+01	3.000e-01	-2.697e+00	2.000e-01
1.001e+01	3.000e-01	-2.463e+00	2.000e-01
9.035e+00	3.000e-01	-1.609e+00	2.000e-01
1.012e+01	3.000e-01	-2.789e+00	2.000e-01
1.097e+01	3.000e-01	-2.122e+00	2.000e-01
1.085e+01	3.000e-01	-1.394e+00	2.000e-01
7.524e+00	3.000e-01	-2.478e+00	2.000e-01
9.140e+00	3.000e-01	-2.268e+00	2.000e-01
7.407e+00	3.000e-01	-2.748e+00	2.000e-01
1.033e+01	3.000e-01	-2.166e+00	2.000e-01
7.672e+00	3.000e-01	-2.343e+00	2.000e-01
7.758e+00	3.000e-01	-2.489e+00	2.000e-01
8.139e+00	3.000e-01	-2.640e+00	2.000e-01
7.864e+00	3.000e-01	-2.038e+00	2.000e-01
6.914e+00	3.000e-01	-2.487e+00	2.000e-01
7.418e+00	3.000e-01	-2.711e+00	2.000e-01
1.038e+01	3.000e-01	-2.730e+00	2.000e-01
7.144e+00	3.000e-01	-2.619e+00	2.000e-01
8.423e+00	3.000e-01	-3.049e+00	2.000e-01
8.171e+00	3.000e-01	-2.740e+00	2.000e-01
8.595e+00	3.000e-01	-1.970e+00	2.000e-01
8.452e+00	3.000e-01	-1.937e+00	2.000e-01
8.812e+00	3.000e-01	-2.402e+00	2.000e-01
7.485e+00	3.000e-01	-2.356e+00	2.000e-01
7.323e+00	3.000e-01	-2.281e+00	2.000e-01
9.107e+00	3.000e-01	-2.680e+00	2.000e-01
6.987e+00	3.000e-01	-2.054e+00	2.000e-01
9.916e+00	3.000e-01	-1.888e+00	2.000e-01
1.125e+01	3.000e-01	-2.028e+00	2.000e-01
7.484e+00	3.000e-01	-2.780e+00	2.000e-01
8.354e+00	3.000e-01	-1.892e+00	2.000e-01
8.330e+00	3.000e-01	-2.914e+00	2.000e-01
7.166e+00	3.000e-01	-3.020e+00	2.000e-01
9.102e+00	3.000e-01	-2.335e+00	2.000e-01
8.187e+00	3.000e-01	-2.163e+00	2.000e-01
8.122e+00	3.000e-01	-1.691e+00	2.000e-01
1.002e+01	3.000e-01	-2.117e+00	2.000e-01
9.318e+00	3.000e-01	-2.651e+00	2.000e-01
