# Every line stores data for the host of one SN Ia event.
# log10(Mstar/Msun)	err_log10(Mstar/Msun	log10(Z)	scat_log10(Z)
1.151e+01	3.000e-01	-1.986e+00	2.000e-01
1.038e+01	3.000e-01	-2.664e+00	2.000e-01
1.061e+01	3.000e-01	-1.413e+00	2.000e-01
1.097e+01	3.000e-01	-2.187e+00	2.000e-01
9.559e+00	3.000e-01	-2.014e+00	2.000e-01
9.769e+00	3.000e-01	-2.859e+00	2.000e-01
1.060e+01	3.000e-01	-2.466e+00	2.000e-01
8.798e+00	3.000e-01	-2.257e+00	2.000e-01
1.137e+01	3.000e-01	-2.811e+00	2.000e-01
9.507e+00	3.000e-01	-2.518e+00	2.000e-01
1.062e+01	3.000e-01	-2.222e+00	2.000e-01
1.021e+01	3.000e-01	-2.397e+00	2.000e-01
1.067e+01	3.000e-01	-2.635e+00	2.000e-01
1.073e+01	3.000e-01	-1.747e+00	2.000e-01
9.949e+00	3.000e-01	-2.322e+00	2.000e-01
1.106e+01	3.000e-01	-1.832e+00	2.000e-01
1.047e+01	3.000e-01	-1.737e+00	2.000e-01
1.094e+01	3.000e-01	-2.901e+00	2.000e-01
7.703e+00	3.000e-01	-2.669e+00	2.000e-01
1.080e+01	3.000e-01	-1.518e+00	2.000e-01
1.052e+01	3.000e-01	-1.751e+00	2.000e-01
1.077e+01	3.000e-01	-2.451e+00	2.000e-01
1.044e+01	3.000e-01	-2.202e+00	2.000e-01
1.043e+01	3.000e-01	-2.136e+00	2.000e-01
1.147e+01	3.000e-01	-2.154e+00	2.000e-01
1.155e+01	3.000e-01	-2.169e+00	2.000e-01
9.679e+00	3.000e-01	-2.129e+00	2.000e-01
1.001e+01	3.000e-01	-2.844e+00	2.000e-01
1.012e+01	3.000e-01	-2.923e+00	2.000e-01
1.042e+01	3.000e-01	-2.452e+00	2.000e-01
9.064e+00	3.000e-01	-1.926e+00	2.000e-01
1.067e+01	3.000e-01	-2.507e+00	2.000e-01
1.074e+01	3.000e-01	-1.942e+00	2.000e-01
1.068e+01	3.000e-01	-2.429e+00	2.000e-01
1.031e+01	3.000e-01	-2.129e+00	2.000e-01
1.107e+01	3.000e-01	-2.516e+00	2.000e-01
1.018e+01	3.000e-01	-2.433e+00	2.000e-01
1.173e+01	3.000e-01	-1.725e+00	2.000e-01
1.116e+01	3.000e-01	-2.320e+00	2.000e-01
9.839e+00	3.000e-01	-2.891e+00	2.000e-01
1.033e+01	3.000e-01	-1.811e+00	2.000e-01
7.435e+00	3.000e-01	-2.776e+00	2.000e-01
1.072e+01	3.000e-01	-2.488e+00	2.000e-01
1.049e+01	3.000e-01	-2.607e+00	2.000e-01
9.135e+00	3.000e-01	-2.522e+00	2.000e-01
1.097e+01	3.000e-01	-1.667e+00	2.000e-01
1.131e+01	3.000e-01	-2.897e+00	2.000e-01
9.341e+00	3.000e-01	-2.328e+00	2.000e-01
9.288e+00	3.000e-01	-2.769e+00	2.000e-01
1.157e+01	3.000e-01	-1.845e+00	2.000e-01
1.120e+01	3.000e-01	-1.710e+00	2.000e-01
1.129e+01	3.000e-01	-2.018e+00	2.000e-01
9.834e+00	3.000e-01	-2.938e+00	2.000e-01
1.099e+01	3.000e-01	-3.080e+00	2.000e-01
1.023e+01	3.000e-01	-2.524e+00	2.000e-01
1.069e+01	3.000e-01	-2.350e+00	2.000e-01
1.088e+01	3.000e-01	-2.741e+00	2.000e-01
1.079e+01	3.000e-01	-2.848e+00	2.000e-01
9.932e+00	3.000e-01	-1.738e+00	2.000e-01
1.008e+01	3.000e-01	-2.647e+00	2.000e-01
1.035e+01	3.000e-01	-2.700e+00	2.000e-01
7.866e+00	3.000e-01	-2.123e+00	2.000e-01
1.039e+01	3.000e-01	-2.354e+00	2.000e-01
1.039e+01	3.000e-01	-2.617e+00	2.000e-01
1.111e+01	3.000e-01	-2.282e+00	2.000e-01
9.585e+00	3.000e-01	-2.647e+00	2.000e-01
1.060e+01	3.000e-01	-2.509e+00	2.000e-01
1.056e+01	3.000e-01	-2.139e+00	2.000e-01
1.112e+01	3.000e-01	-2.724e+00	2.000e-01
1.117e+01	3.000e-01	-2.131e+00	2.000e-01
1.043e+01	3.000e-01	-2.739e+00	2.000e-01
1.166e+01	3.000e-01	-2.943e+00	2.000e-01
1.049e+01	3.000e-01	-2.642e+00	2.000e-01
1.041e+01	3.000e-01	-2.272e+00	2.000e-01
9.651e+00	3.000e-01	-2.350e+00	2.000e-01
1.023e+01	3.000e-01	-2.255e+00	2.000e-01
1.063e+01	3.000e-01	-2.221e+00	2.000e-01
1.081e+01	3.000e-01	-3.133e+00	2.000e-01
1.050e+01	3.000e-01	-1.540e+00	2.000e-01
1.019e+01	3.000e-01	-2.643e+00	2.000e-01
1.051e+01	3.000e-01	-2.331e+00	2.000e-01
1.095e+01	3.000e-01	-1.980e+00	2.000e-01
1.003e+01	3.000e-01	-2.377e+00	2.000e-01
1.081e+01	3.000e-01	-2.684e+00	2.000e-01
9.771e+00	3.000e-01	-2.129e+00	2.000e-01
1.048e+01	3.000e-01	-2.348e+00	2.000e-01
1.107e+01	3.000e-01	-2.540e+00	2.000e-01
9.008e+00	3.000e-01	-2.911e+00	2.000e-01
1.054e+01	3.000e-01	-2.667e+00	2.000e-01
1.092e+01	3.000e-01	-2.555e+00	2.000e-01
9.790e+00	3.000e-01	-2.329e+00	2.000e-01
1.026e+01	3.000e-01	-2.439e+00	2.000e-01
9.865e+00	3.000e-01	-2.625e+00	2.000e-01
1.038e+01	3.000e-01	-2.429e+00	2.000e-01
1.076e+01	3.000e-01	-2.841e+00	2.000e-01
1.122e+01	3.000e-01	-3.089e+00	2.000e-01
1.021e+01	3.000e-01	-2.994e+00	2.000e-01
1.117e+01	3.000e-01	-1.817e+00	2.000e-01
1.076e+01	3.000e-01	-2.795e+00	2.000e-01
9.989e+00	3.000e-01	-2.394e+00	2.000e-01
1.142e+01	3.000e-01	-2.603e+00	2.000e-01
9.866e+00	3.000e-01	-2.531e+00	2.000e-01
1.028e+01	3.000e-01	-2.202e+00	2.000e-01
1.081e+01	3.000e-01	-3.083e+00	2.000e-01
1.037e+01	3.000e-01	-2.917e+00	2.000e-01
1.004e+01	3.000e-01	-2.613e+00	2.000e-01
9.427e+00	3.000e-01	-2.456e+00	2.000e-01
9.976e+00	3.000e-01	-2.227e+00	2.000e-01
1.174e+01	3.000e-01	-2.242e+00	2.000e-01
1.038e+01	3.000e-01	-2.203e+00	2.000e-01
1.167e+01	3.000e-01	-1.959e+00	2.000e-01
9.817e+00	3.000e-01	-1.814e+00	2.000e-01
1.061e+01	3.000e-01	-2.759e+00	2.000e-01
1.092e+01	3.000e-01	-3.266e+00	2.000e-01
1.133e+01	3.000e-01	-2.695e+00	2.000e-01
1.022e+01	3.000e-01	-1.933e+00	2.000e-01
1.052e+01	3.000e-01	-2.377e+00	2.000e-01
9.392e+00	3.000e-01	-2.048e+00	2.000e-01
1.052e+01	3.000e-01	-2.915e+00	2.000e-01
9.890e+00	3.000e-01	-2.891e+00	2.000e-01
1.111e+01	3.000e-01	-2.622e+00	2.000e-01
1.095e+01	3.000e-01	-1.960e+00	2.000e-01
9.594e+00	3.000e-01	-2.909e+00	2.000e-01
1.004e+01	3.000e-01	-2.834e+00	2.000e-01
1.163e+01	3.000e-01	-2.502e+00	2.000e-01
1.063e+01	3.000e-01	-2.011e+00	2.000e-01
9.309e+00	3.000e-01	-2.917e+00	2.000e-01
1.082e+01	3.000e-01	-2.426e+00	2.000e-01
1.057e+01	3.000e-01	-1.931e+00	2.000e-01
1.003e+01	3.000e-01	-2.334e+00	2.000e-01
9.979e+00	3.000e-01	-3.060e+00	2.000e-01
1.096e+01	3.000e-01	-1.975e+00	2.000e-01
1.121e+01	3.000e-01	-2.023e+00	2.000e-01
1.077e+01	3.000e-01	-2.551e+00	2.000e-01
9.713e+00	3.000e-01	-1.907e+00	2.000e-01
1.012e+01	3.000e-01	-1.538e+00	2.000e-01
9.995e+00	3.000e-01	-2.781e+00	2.000e-01
1.040e+01	3.000e-01	-2.599e+00	2.000e-01
1.103e+01	3.000e-01	-2.860e+00	2.000e-01
1.156e+01	3.000e-01	-2.536e+00	2.000e-01
9.922e+00	3.000e-01	-2.430e+00	2.000e-01
1.082e+01	3.000e-01	-2.544e+00	2.000e-01
8.611e+00	3.000e-01	-2.856e+00	2.000e-01
9.598e+00	3.000e-01	-2.633e+00	2.000e-01
1.069e+01	3.000e-01	-2.552e+00	2.000e-01
1.135e+01	3.000e-01	-2.568e+00	2.000e-01
1.091e+01	3.000e-01	-2.836e+00	2.000e-01
8.632e+00	3.000e-01	-2.315e+00	2.000e-01
7.971e+00	3.000e-01	-2.367e+00	2.000e-01
1.070e+01	3.000e-01	-1.780e+00	2.000e-01
1.003e+01	3.000e-01	-2.843e+00	2.000e-01
9.688e+00	3.000e-01	-2.321e+00	2.000e-01
9.037e+00	3.000e-01	-2.438e+00	2.000e-01
7.925e+00	3.000e-01	-2.487e+00	2.000e-01
1.126e+01	3.000e-01	-2.890e+00	2.000e-01
1.032e+01	3.000e-01	-2.031e+00	2.000e-01
1.028e+01	3.000e-01	-2.350e+00	2.000e-01
1.058e+01	3.000e-01	-2.653e+00	2.000e-01
1.045e+01	3.000e-01	-2.597e+00	2.000e-01
1.072e+01	3.000e-01	-1.541e+00	2.000e-01
8.767e+00	3.000e-01	-2.430e+00	2.000e-01
9.674e+00	3.000e-01	-1.813e+00	2.000e-01
1.050e+01	3.000e-01	-1.985e+00	2.000e-01
1.107e+01	3.000e-01	-2.548e+00	2.000e-01
1.043e+01	3.000e-01	-2.169e+00	2.000e-01
9.738e+00	3.000e-01	-2.606e+00	2.000e-01
1.092e+01	3.000e-01	-2.618e+00	2.000e-01
1.088e+01	3.000e-01	-2.541e+00	2.000e-01
1.083e+01	3.000e-01	-2.067e+00	2.000e-01
1.062e+01	3.000e-01	-1.623e+00	2.000e-01
1.002e+01	3.000e-01	-1.718e+00	2.000e-01
1.097e+01	3.000e-01	-2.550e+00	2.000e-01
1.049e+01	3.000e-01	-2.383e+00	2.000e-01
1.065e+01	3.000e-01	-2.387e+00	2.000e-01
1.060e+01	3.000e-01	-2.459e+00	2.000e-01
1.089e+01	3.000e-01	-2.833e+00	2.000e-01
1.032e+01	3.000e-01	-2.916e+00	2.000e-01
9.473e+00	3.000e-01	-2.903e+00	2.000e-01
9.972e+00	3.000e-01	-2.806e+00	2.000e-01
1.036e+01	3.000e-01	-2.760e+00	2.000e-01
9.384e+00	3.000e-01	-2.443e+00	2.000e-01
1.016e+01	3.000e-01	-2.893e+00	2.000e-01
1.044e+01	3.000e-01	-2.650e+00	2.000e-01
1.079e+01	3.000e-01	-3.396e+00	2.000e-01
1.050e+01	3.000e-01	-2.038e+00	2.000e-01
1.037e+01	3.000e-01	-2.818e+00	2.000e-01
1.107e+01	3.000e-01	-1.738e+00	2.000e-01
1.089e+01	3.000e-01	-2.682e+00	2.000e-01
1.081e+01	3.000e-01	-2.618e+00	2.000e-01
1.033e+01	3.000e-01	-2.715e+00	2.000e-01
1.056e+01	3.000e-01	-1.786e+00	2.000e-01
1.057e+01	3.000e-01	-1.926e+00	2.000e-01
9.929e+00	3.000e-01	-2.243e+00	2.000e-01
9.898e+00	3.000e-01	-2.521e+00	2.000e-01
1.134e+01	3.000e-01	-2.314e+00	2.000e-01
1.100e+01	3.000e-01	-2.767e+00	2.000e-01
1.060e+01	3.000e-01	-2.802e+00	2.000e-01
1.012e+01	3.000e-01	-2.542e+00	2.000e-01
1.083e+01	3.000e-01	-2.167e+00	2.000e-01
1.053e+01	3.000e-01	-2.413e+00	2.000e-01
9.902e+00	3.000e-01	-3.106e+00	2.000e-01
1.022e+01	3.000e-01	-2.847e+00	2.000e-01
1.100e+01	3.000e-01	-2.113e+00	2.000e-01
1.062e+01	3.000e-01	-2.504e+00	2.000e-01
1.088e+01	3.000e-01	-2.308e+00	2.000e-01
8.391e+00	3.000e-01	-2.762e+00	2.000e-01
9.456e+00	3.000e-01	-2.454e+00	2.000e-01
1.015e+01	3.000e-01	-2.866e+00	2.000e-01
1.035e+01	3.000e-01	-2.364e+00	2.000e-01
1.079e+01	3.000e-01	-2.598e+00	2.000e-01
8.997e+00	3.000e-01	-1.920e+00	2.000e-01
1.047e+01	3.000e-01	-2.814e+00	2.000e-01
1.149e+01	3.000e-01	-2.309e+00	2.000e-01
8.909e+00	3.000e-01	-2.142e+00	2.000e-01
1.092e+01	3.000e-01	-2.233e+00	2.000e-01
9.270e+00	3.000e-01	-2.776e+00	2.000e-01
1.097e+01	3.000e-01	-1.815e+00	2.000e-01
1.005e+01	3.000e-01	-2.243e+00	2.000e-01
1.101e+01	3.000e-01	-2.571e+00	2.000e-01
1.039e+01	3.000e-01	-2.305e+00	2.000e-01
1.123e+01	3.000e-01	-2.263e+00	2.000e-01
1.099e+01	3.000e-01	-2.258e+00	2.000e-01
1.019e+01	3.000e-01	-2.392e+00	2.000e-01
7.669e+00	3.000e-01	-2.690e+00	2.000e-01
1.095e+01	3.000e-01	-2.142e+00	2.000e-01
1.045e+01	3.000e-01	-2.061e+00	2.000e-01
1.040e+01	3.000e-01	-2.711e+00	2.000e-01
1.144e+01	3.000e-01	-2.356e+00	2.000e-01
1.054e+01	3.000e-01	-2.523e+00	2.000e-01
1.101e+01	3.000e-01	-2.242e+00	2.000e-01
8.719e+00	3.000e-01	-1.824e+00	2.000e-01
1.096e+01	3.000e-01	-2.927e+00	2.000e-01
1.070e+01	3.000e-01	-2.050e+00	2.000e-01
9.358e+00	3.000e-01	-2.168e+00	2.000e-01
1.079e+01	3.000e-01	-2.319e+00	2.000e-01
1.090e+01	3.000e-01	-2.720e+00	2.000e-01
9.843e+00	3.000e-01	-1.834e+00	2.000e-01
1.077e+01	3.000e-01	-2.148e+00	2.000e-01
1.112e+01	3.000e-01	-2.477e+00	2.000e-01
1.102e+01	3.000e-01	-2.523e+00	2.000e-01
1.067e+01	3.000e-01	-2.483e+00	2.000e-01
9.425e+00	3.000e-01	-2.807e+00	2.000e-01
1.163e+01	3.000e-01	-2.238e+00	2.000e-01
9.652e+00	3.000e-01	-1.544e+00	2.000e-01
1.064e+01	3.000e-01	-2.961e+00	2.000e-01
1.031e+01	3.000e-01	-2.226e+00	2.000e-01
1.040e+01	3.000e-01	-2.290e+00	2.000e-01
1.072e+01	3.000e-01	-1.732e+00	2.000e-01
1.084e+01	3.000e-01	-2.333e+00	2.000e-01
8.141e+00	3.000e-01	-2.082e+00	2.000e-01
9.952e+00	3.000e-01	-1.799e+00	2.000e-01
1.056e+01	3.000e-01	-2.212e+00	2.000e-01
1.011e+01	3.000e-01	-3.180e+00	2.000e-01
1.007e+01	3.000e-01	-2.486e+00	2.000e-01
1.044e+01	3.000e-01	-1.641e+00	2.000e-01
1.092e+01	3.000e-01	-1.988e+00	2.000e-01
1.055e+01	3.000e-01	-2.361e+00	2.000e-01
1.135e+01	3.000e-01	-2.505e+00	2.000e-01
1.057e+01	3.000e-01	-2.066e+00	2.000e-01
8.478e+00	3.000e-01	-2.420e+00	2.000e-01
7.560e+00	3.000e-01	-2.716e+00	2.000e-01
1.145e+01	3.000e-01	-2.684e+00	2.000e-01
1.083e+01	3.000e-01	-2.210e+00	2.000e-01
1.142e+01	3.000e-01	-2.433e+00	2.000e-01
1.041e+01	3.000e-01	-2.404e+00	2.000e-01
1.073e+01	3.000e-01	-1.719e+00	2.000e-01
1.002e+01	3.000e-01	-2.615e+00	2.000e-01
1.057e+01	3.000e-01	-2.967e+00	2.000e-01
1.007e+01	3.000e-01	-2.303e+00	2.000e-01
8.632e+00	3.000e-01	-2.854e+00	2.000e-01
1.027e+01	3.000e-01	-2.536e+00	2.000e-01
1.043e+01	3.000e-01	-2.868e+00	2.000e-01
1.092e+01	3.000e-01	-1.826e+00	2.000e-01
9.723e+00	3.000e-01	-2.653e+00	2.000e-01
1.145e+01	3.000e-01	-2.518e+00	2.000e-01
1.075e+01	3.000e-01	-1.932e+00	2.000e-01
1.000e+01	3.000e-01	-2.441e+00	2.000e-01
7.373e+00	3.000e-01	-2.290e+00	2.000e-01
1.040e+01	3.000e-01	-3.006e+00	2.000e-01
1.055e+01	3.000e-01	-2.032e+00	2.000e-01
9.890e+00	3.000e-01	-1.704e+00	2.000e-01
8.637e+00	3.000e-01	-2.478e+00	2.000e-01
1.003e+01	3.000e-01	-2.024e+00	2.000e-01
1.121e+01	3.000e-01	-2.198e+00	2.000e-01
1.144e+01	3.000e-01	-2.892e+00	2.000e-01
9.503e+00	3.000e-01	-2.696e+00	2.000e-01
9.768e+00	3.000e-01	-2.140e+00	2.000e-01
1.093e+01	3.000e-01	-2.278e+00	2.000e-01
1.025e+01	3.000e-01	-3.014e+00	2.000e-01
9.531e+00	3.000e-01	-2.626e+00	2.000e-01
9.936e+00	3.000e-01	-2.889e+00	2.000e-01
1.029e+01	3.000e-01	-1.727e+00	2.000e-01
1.152e+01	3.000e-01	-2.517e+00	2.000e-01
1.135e+01	3.000e-01	-2.126e+00	2.000e-01
1.074e+01	3.000e-01	-2.730e+00	2.000e-01
1.076e+01	3.000e-01	-2.999e+00	2.000e-01
1.143e+01	3.000e-01	-2.314e+00	2.000e-01
1.038e+01	3.000e-01	-2.791e+00	2.000e-01
1.053e+01	3.000e-01	-2.345e+00	2.000e-01
1.063e+01	3.000e-01	-1.900e+00	2.000e-01
1.047e+01	3.000e-01	-2.369e+00	2.000e-01
1.069e+01	3.000e-01	-2.360e+00	2.000e-01
1.070e+01	3.000e-01	-1.692e+00	2.000e-01
1.048e+01	3.000e-01	-1.927e+00	2.000e-01
1.077e+01	3.000e-01	-2.080e+00	2.000e-01
1.031e+01	3.000e-01	-1.637e+00	2.000e-01
1.139e+01	3.000e-01	-1.974e+00	2.000e-01
1.059e+01	3.000e-01	-2.038e+00	2.000e-01
8.374e+00	3.000e-01	-2.205e+00	2.000e-01
1.131e+01	3.000e-01	-2.597e+00	2.000e-01
9.982e+00	3.000e-01	-3.292e+00	2.000e-01
1.085e+01	3.000e-01	-3.139e+00	2.000e-01
9.856e+00	3.000e-01	-2.080e+00	2.000e-01
8.722e+00	3.000e-01	-2.676e+00	2.000e-01
1.097e+01	3.000e-01	-2.192e+00	2.000e-01
1.014e+01	3.000e-01	-2.660e+00	2.000e-01
1.103e+01	3.000e-01	-1.951e+00	2.000e-01
1.067e+01	3.000e-01	-2.060e+00	2.000e-01
1.100e+01	3.000e-01	-1.973e+00	2.000e-01
1.043e+01	3.000e-01	-2.659e+00	2.000e-01
1.098e+01	3.000e-01	-2.394e+00	2.000e-01
8.214e+00	3.000e-01	-2.021e+00	2.000e-01
8.188e+00	3.000e-01	-2.345e+00	2.000e-01
1.057e+01	3.000e-01	-2.417e+00	2.000e-01
1.110e+01	3.000e-01	-1.788e+00	2.000e-01
9.539e+00	3.000e-01	-2.508e+00	2.000e-01
1.105e+01	3.000e-01	-2.746e+00	2.000e-01
9.313e+00	3.000e-01	-1.875e+00	2.000e-01
1.108e+01	3.000e-01	-2.479e+00	2.000e-01
9.728e+00	3.000e-01	-2.747e+00	2.000e-01
1.041e+01	3.000e-01	-2.064e+00	2.000e-01
1.071e+01	3.000e-01	-2.320e+00	2.000e-01
9.242e+00	3.000e-01	-2.801e+00	2.000e-01
9.436e+00	3.000e-01	-2.843e+00	2.000e-01
1.096e+01	3.000e-01	-2.873e+00	2.000e-01
9.602e+00	3.000e-01	-2.783e+00	2.000e-01
9.961e+00	3.000e-01	-2.016e+00	2.000e-01
1.124e+01	3.000e-01	-1.827e+00	2.000e-01
1.071e+01	3.000e-01	-2.905e+00	2.000e-01
1.076e+01	3.000e-01	-2.068e+00	2.000e-01
1.060e+01	3.000e-01	-1.885e+00	2.000e-01
1.119e+01	3.000e-01	-2.039e+00	2.000e-01
9.037e+00	3.000e-01	-1.994e+00	2.000e-01
1.056e+01	3.000e-01	-1.984e+00	2.000e-01
7.623e+00	3.000e-01	-2.416e+00	2.000e-01
1.038e+01	3.000e-01	-2.692e+00	2.000e-01
9.968e+00	3.000e-01	-2.683e+00	2.000e-01
1.025e+01	3.000e-01	-1.668e+00	2.000e-01
1.104e+01	3.000e-01	-2.639e+00	2.000e-01
1.136e+01	3.000e-01	-2.040e+00	2.000e-01
1.142e+01	3.000e-01	-2.429e+00	2.000e-01
8.829e+00	3.000e-01	-2.727e+00	2.000e-01
1.111e+01	3.000e-01	-2.630e+00	2.000e-01
9.943e+00	3.000e-01	-1.548e+00	2.000e-01
9.506e+00	3.000e-01	-3.046e+00	2.000e-01
9.764e+00	3.000e-01	-2.204e+00	2.000e-01
9.869e+00	3.000e-01	-1.859e+00	2.000e-01
1.089e+01	3.000e-01	-2.673e+00	2.000e-01
1.043e+01	3.000e-01	-2.637e+00	2.000e-01
9.292e+00	3.000e-01	-1.973e+00	2.000e-01
8.168e+00	3.000e-01	-2.917e+00	2.000e-01
1.065e+01	3.000e-01	-3.124e+00	2.000e-01
1.042e+01	3.000e-01	-2.879e+00	2.000e-01
1.042e+01	3.000e-01	-2.210e+00	2.000e-01
1.040e+01	3.000e-01	-2.063e+00	2.000e-01
1.169e+01	3.000e-01	-3.012e+00	2.000e-01
1.045e+01	3.000e-01	-2.877e+00	2.000e-01
9.110e+00	3.000e-01	-2.678e+00	2.000e-01
1.017e+01	3.000e-01	-2.470e+00	2.000e-01
9.858e+00	3.000e-01	-2.078e+00	2.000e-01
9.598e+00	3.000e-01	-2.031e+00	2.000e-01
1.029e+01	3.000e-01	-1.856e+00	2.000e-01
8.711e+00	3.000e-01	-2.533e+00	2.000e-01
1.083e+01	3.000e-01	-2.653e+00	2.000e-01
1.069e+01	3.000e-01	-2.203e+00	2.000e-01
9.717e+00	3.000e-01	-1.533e+00	2.000e-01
1.075e+01	3.000e-01	-2.314e+00	2.000e-01
1.038e+01	3.000e-01	-1.963e+00	2.000e-01
1.005e+01	3.000e-01	-1.784e+00	2.000e-01
1.090e+01	3.000e-01	-2.546e+00	2.000e-01
1.052e+01	3.000e-01	-1.985e+00	2.000e-01
8.884e+00	3.000e-01	-2.725e+00	2.000e-01
1.045e+01	3.000e-01	-1.835e+00	2.000e-01
9.552e+00	3.000e-01	-2.117e+00	2.000e-01
1.010e+01	3.000e-01	-3.018e+00	2.000e-01
1.098e+01	3.000e-01	-3.162e+00	2.000e-01
8.585e+00	3.000e-01	-1.811e+00	2.000e-01
1.057e+01	3.000e-01	-2.644e+00	2.000e-01
1.054e+01	3.000e-01	-1.961e+00	2.000e-01
9.761e+00	3.000e-01	-2.661e+00	2.000e-01
1.046e+01	3.000e-01	-2.787e+00	2.000e-01
1.089e+01	3.000e-01	-2.887e+00	2.000e-01
1.079e+01	3.000e-01	-2.546e+00	2.000e-01
9.453e+00	3.000e-01	-2.252e+00	2.000e-01
1.052e+01	3.000e-01	-1.758e+00	2.000e-01
1.077e+01	3.000e-01	-2.719e+00	2.000e-01
1.077e+01	3.000e-01	-2.535e+00	2.000e-01
1.095e+01	3.000e-01	-2.119e+00	2.000e-01
8.943e+00	3.000e-01	-2.705e+00	2.000e-01
1.005e+01	3.000e-01	-2.328e+00	2.000e-01
1.066e+01	3.000e-01	-2.049e+00	2.000e-01
1.061e+01	3.000e-01	-1.663e+00	2.000e-01
1.086e+01	3.000e-01	-2.566e+00	2.000e-01
1.100e+01	3.000e-01	-2.150e+00	2.000e-01
1.145e+01	3.000e-01	-2.896e+00	2.000e-01
1.097e+01	3.000e-01	-2.988e+00	2.000e-01
9.199e+00	3.000e-01	-2.550e+00	2.000e-01
1.020e+01	3.000e-01	-1.625e+00	2.000e-01
9.732e+00	3.000e-01	-1.928e+00	2.000e-01
1.088e+01	3.000e-01	-2.077e+00	2.000e-01
1.047e+01	3.000e-01	-2.466e+00	2.000e-01
